Trondheim-priser i Elspot pr time for 2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Timeveid pris (NOK/MWh);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oppgi kilde: Nord Pool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date;Hour;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;Kjøredag;Døgnpris;;;;;;;
18.11.14;271,24;264,22;261;263,48;275,95;290,49;315,1;363,17;378,78;361,85;362,26;359,78;354,91;356,23;336,08;340,29;348,72;345,58;323,36;320,06;310,23;296,02;286,11;275,37;18.11.13;319,18;;;;;;;
19.11.14;277,03;272,56;270,99;271,49;278,18;294,96;312,32;342,15;338,35;326,45;322,32;322,56;326,03;331,41;333,72;342,23;358,35;357,36;351,08;323,64;318,27;313,8;301,65;289,67;19.11.13;315,69;;;;;;;
20.11.14;289,86;289,12;288,87;290,77;295,86;305,48;326,37;366,09;377,02;356,14;356,55;346,02;342,32;349,4;352,77;369,38;377,19;377,76;363,62;338,71;329,41;318,07;306,47;298,66;20.11.13;333,83;;;;;;;
21.11.14;291,28;289,22;287,99;289,22;293,34;303,46;332,43;358,19;367,33;352,92;344,28;341,4;350,13;356,96;352,43;362,31;370,21;373,91;353,99;337,37;324,45;320,66;310,13;296,96;21.11.13;331,69;;;;;;;
22.11.14;295,43;292,23;291,32;292,06;297,24;307,36;335,4;374,78;387,53;369,19;356,69;346,5;344,11;345,26;344,77;354,8;361,05;362,04;348,72;328,08;321,09;312,54;302,67;296,75;22.11.13;331,98;;;;;;;
23.11.14;293,19;289,49;287,85;287,11;288,1;290,81;294,99;298,77;303,04;310,67;311,82;312,15;309,11;307,23;308,29;313,96;328,24;328,82;319,79;311,66;304,68;299,1;295,32;288,75;23.11.13;303,46;;;;;;;
24.11.14;279,65;274,13;269,18;266,63;269,68;275,53;279,24;282,78;284,68;288,31;291,6;296,96;289,87;289,05;290,78;294,98;301,08;304,87;303,72;304,79;299,84;296,71;292,92;288,47;24.11.13;288,14;;;;;;;
25.11.14;281,96;279,82;278,09;279,73;288,8;300,01;319,62;367,26;361,33;358,86;330,67;325,06;326,63;349,21;360,18;361,91;365,29;361,99;360,83;358,61;336,6;328,77;309,65;295,48;25.11.13;328,6;;;;;;;
26.11.14;286,09;284,11;282,78;284,11;291,8;307,34;361;360,09;361,66;354,72;352,24;348,43;349,51;345,38;347,77;349,67;346,7;346,37;338,43;336,36;319,91;312,14;300,73;280,05;26.11.13;326,97;;;;;;;
27.11.14;278,23;271,36;264,33;268,63;276;284,03;301,41;315,32;321,36;316,48;312,92;309,36;307,29;308,12;306,88;306,3;311,43;314,08;312,17;304,81;296,86;286,84;278,9;264,08;27.11.13;296,55;;;;;;;
28.11.14;242,2;204,88;147,32;155,25;245,42;271,02;284,73;297,69;301,41;296,21;295,71;294,64;294,06;296,7;296,79;302,65;313,8;321,64;313,38;304,13;296,79;293,98;281,51;273,91;28.11.13;276,08;;;;;;;
29.11.14;274,18;273,6;273,85;276,09;280,32;294,73;327,71;375,19;378,67;362,35;349,92;347,76;338,23;327,46;322,08;327,96;338,98;339,39;329,87;312,88;296,56;294,65;286,03;281,31;29.11.13;317,07;;;;;;;
30.11.14;284,5;281,66;279,99;279,57;280,49;281,66;282,83;287,42;291,68;300,69;312,97;310,21;308,21;314,97;320,81;341,43;352,37;354,62;340,68;323,07;305,45;291,01;286,17;280,33;30.11.13;303,87;;;;;;;
01.12.14;275,66;272,84;269,85;270,18;269,19;271,18;272,67;275;275,74;278,15;279,56;280,56;280,56;280,64;281,8;285,95;289,94;296;300,48;295,33;293,17;292,09;290,43;280,22;01.12.13;281,55;;;;;;;
02.12.14;279,48;277,57;277,73;279,06;285,37;306,29;371,12;365,64;389,96;373,44;367,13;366,8;364,31;359,08;360,49;357,83;348,29;345,13;346,3;341,15;324,55;309,19;295,5;279,23;02.12.13;332,11;;;;;;;
03.12.14;275,67;269,26;261,6;262,6;274,17;281,84;300,08;322,48;325,14;315,23;311,9;310,15;309,9;312,82;314,32;321,73;337,89;348,8;330,81;314,32;305,16;300,49;289,92;278,26;03.12.13;303,11;;;;;;;
04.12.14;273,57;262,28;255,89;252,58;266,02;281,04;294,64;308,67;313,65;310,41;308,92;307,09;306,51;305,85;305,6;309,16;311,82;311,74;308,09;302,61;294,89;287,01;278,46;269,67;04.12.13;292,76;;;;;;;
05.12.14;258,28;251,8;246,72;252,13;262,11;273,58;285,47;301,77;307,43;304,52;298,45;294,37;290,55;291,13;293,46;303,02;315,74;317,41;312,17;307,59;298,86;282,65;277,99;273,5;05.12.13;287,53;;;;;;;
06.12.14;272,81;268,61;263,14;264,48;270,96;278,7;286,87;305,63;310,18;305,04;298,73;297,39;293,09;292,42;295,53;305,46;310,93;312,11;305,8;290,57;284,26;284,17;280,98;278,45;06.12.13;289,85;;;;;;;
07.12.14;283,28;280,5;279,15;279,65;282,01;284,04;286,57;286,15;288,26;290,28;292,06;294,93;293,74;293,07;295,26;302,01;345,39;368,26;364,88;343,36;327,92;330,79;317,2;303,36;07.12.13;304,67;;;;;;;
08.12.14;303,46;294,52;289,55;288,37;292,08;301,35;307,68;315,35;319,65;329,18;333,65;344,35;331,12;325,89;325,05;327,15;334,32;335,84;326,56;319,99;318,05;317,2;311,13;298,49;08.12.13;316,25;;;;;;;
09.12.14;287,52;286,26;285,92;286,68;291,23;307,85;328,33;361,13;379,09;376,23;369,48;365,86;349,16;374,03;442,75;505,15;502,87;452,37;400,26;390,14;370,83;357,76;318,38;299,75;09.12.13;362,04;;;;;;;
10.12.14;294,42;286,16;279,75;279,92;288,1;299,32;327,74;332,21;368,89;366,45;362,65;350,68;338,95;329,51;333,56;345,28;352,36;345,87;329,68;320,23;309,77;303,62;295,35;289,95;10.12.13;322,1;;;;;;;
11.12.14;282,29;270,57;270,32;271,33;274,45;287,69;302,11;313,74;320,07;318,72;314,67;311,55;309,27;310,71;311,21;315,18;316,02;315,6;315,35;308,52;304,89;302,28;294,86;286,34;11.12.13;301,16;;;;;;;
12.12.14;271,29;266,91;265,4;265,73;269,1;275;289,15;296,64;301,11;302,03;308,69;299,42;293,02;292,35;292,35;294,96;296,22;296,22;293,44;289,15;285,86;282,41;275,17;266,49;12.12.13;286,17;;;;;;;
13.12.14;258,14;255,76;254,91;261,54;266,97;275,89;286,25;303,15;303,91;300,17;299,75;300,51;299,58;301,11;300,85;303,83;308,07;308,5;303,91;299,41;295,5;291,94;288,2;280,64;13.12.13;289,52;;;;;;;
14.12.14;273,73;268,28;267,17;267,34;268,11;271,6;271,68;274,24;277,05;278,49;280,62;280,71;279,6;278,32;278,07;279,77;287,26;289,31;288,79;280,2;274,24;269,04;268,53;261,21;14.12.13;275,56;;;;;;;
15.12.14;252,66;247,65;243,65;241,45;240,77;245,95;250,71;252,24;254,7;257,93;261,84;263,88;264,05;265,33;268,64;276,37;282,75;288,1;286,4;280,45;276,12;271,53;267,11;256,83;15.12.13;262,38;;;;;;;
16.12.14;242,04;234,73;230,23;232,1;240,94;249,52;263,8;274,59;279,43;277,73;272,89;271,36;270,77;271,36;275,27;276,2;280,03;281,9;280,28;277,73;274,16;270,68;264,9;255,47;16.12.13;264,5;;;;;;;
17.12.14;242,65;234,44;215,23;231,48;245,19;254,75;273,96;278,96;290,89;292,33;291,99;291,31;290,38;291,99;288,86;285,81;285,05;284,46;283,19;281,58;281,75;280,14;273,12;270,24;17.12.13;272,49;;;;;;;
18.12.14;258,78;257,94;254,55;254,55;258,1;262,08;270,21;275,97;294,77;290,11;290,37;286,3;289,18;293,59;286,05;285,8;291,72;282,41;277,67;276,06;277,41;272,25;261,66;251,84;18.12.13;274,97;;;;;;;
19.12.14;240,9;231,52;224,48;226,91;237,72;245,67;255,31;263,43;267,79;265,27;266,7;271,39;271,31;271,81;273,82;276,33;281,02;285,88;280,1;272,9;267,87;262,85;258,15;252,04;19.12.13;260,47;;;;;;;
20.12.14;246,63;243,87;240,19;234,92;244,96;254,08;268,3;275,66;280,76;276,5;274,99;272,56;269,39;267,71;265,03;264,37;270,39;269,64;267,04;260,52;257,17;255,92;253,41;246,55;20.12.13;260,86;;;;;;;
21.12.14;245,18;239,79;229,09;232,21;230,19;235,66;238,95;247,7;248,54;251,07;250,14;250,48;249,13;247,7;248,29;251,74;255,28;255,95;258,56;253,76;245,6;240,71;235,49;224,13;21.12.13;244,39;;;;;;;
22.12.14;227,98;212,47;203,87;199,82;220,56;224,52;229,58;234,81;237,59;240,04;244,5;246,02;247,62;248,05;249,9;251,42;253,95;254,88;253,86;249,99;246,53;245,43;244,42;240,46;22.12.13;237,84;;;;;;;
23.12.14;199,14;182,54;176,8;186,25;225,11;243,24;247,88;258,5;266,76;266,34;264,91;265,58;264,49;264,49;264,82;267,61;270,89;270,39;266,26;262,97;254,03;250,83;247,71;243,75;23.12.13;246,3;;;;;;;
24.12.14;239,51;225,77;211,1;204,27;211,52;230,24;237,07;243,22;244,23;248,45;250,89;250,05;248,28;244,74;244,99;245,83;247,94;243,22;229,48;222,23;191,54;219,28;226,61;201,83;24.12.13;231,76;;;;;;;
25.12.14;166,9;150,57;143,66;130,19;168,08;186,44;209,94;214,9;225,85;224,76;246,15;252,46;252,8;248,92;248,5;252,12;258,52;262,99;260,71;258,78;256,08;254,99;251,87;246,99;25.12.13;223,88;;;;;;;
26.12.14;242,61;188,97;177,51;166,23;193,68;210,44;228,8;236,97;247,07;255,83;259,79;261,89;262,65;261,98;262,9;264,67;269,22;269,64;267,37;265,26;263,83;262,23;259,28;255,24;26.12.13;243,09;;;;;;;
27.12.14;251,96;241,09;235,37;235,28;237,89;244,71;250,36;253,05;259,96;257,68;256,5;257,01;256,17;255,07;254,4;254,4;259,62;264,42;260,8;257,01;248,08;244,38;232,59;217,18;27.12.13;249,37;;;;;;;
28.12.14;178,41;144,81;120,07;93,3;148,69;156,29;209,57;231,61;236,67;243,34;247,65;246,47;248,07;247,82;250,1;251,62;261,16;265,38;262,59;257,86;253,81;253,31;248,91;243,17;28.12.13;220,86;;;;;;;
29.12.14;242,45;189,83;171,3;153,46;170,37;185,43;214,03;217,83;229,42;244,48;251,67;254,29;254,04;253,28;253,53;254,72;262,75;266,9;264,87;262,33;256,92;256,24;253,95;247,69;29.12.13;233,82;;;;;;;
30.12.14;216,14;186,7;172,57;186,53;214,28;237,46;245,07;255,31;261,14;264,11;264,27;262,33;260,89;260,64;261,91;263,68;266,05;265,88;263,6;260,21;254,8;248,96;247,02;237,63;30.12.13;244,05;;;;;;;
31.12.14;226,93;207;186,32;186,07;212,55;233,07;233,74;241,73;252,32;255,27;257,54;258,46;259,64;256,86;255,18;254,43;262,92;265,69;260,56;254,76;242,57;237,61;241,9;236,01;31.12.13;240,8;;;;;;;
